Gender,Race,Residence,Income,School Type,Hooks,Major,Rank%,SAT,ACT,EC-AWARDS,ESSAY-LOR-INTERVIEW,Acceptances,Waitlists,Rejections
M,ASIAN,-1,Low,-1,MISSING,BUSINESS,-1,1540,-1,0,2.5,['*ARIZONA STATE'],[],"['*HARVARD', '*MIT', '*VANDERBILT', '*NYU', '*EMORY', '*CASE WESTERN', '*FORDHAM', '*ARIZONA STATE']"
M,ASIAN,-1,Low,-1,MISSING,BUSINESS,-1,1540,-1,0,2.5,['*ARIZONA STATE'],[],"['*HARVARD', '*MIT', '*VANDERBILT', '*NYU', '*EMORY', '*CASE WESTERN', '*FORDHAM', '*ARIZONA STATE']"
M,ASIAN,CA,High,PUBLIC,NONE,-1,15,1450,-1,2.5,4.5,"['*BERKELEY', '*UCSB', '*UCD', '*UCSC', '*BOSTON UNIVERSITY']",['*UCLA'],"['*NYU', '*USC', '*UCI']"
M,-1,CA,Low,PUBLIC,OTHER,CS,5,1570,-1,8.5,6.5,"['*GEORGIA TECH', '*CMU', '*PURDUE', '*UCD', '*UCSC', '*ARIZONA STATE', '*UCM']","['*UCLA', '*HARVARD', '*CORNELL', '*BERKELEY', '*NYU', '*UPENN', '*UMICH', '*UIUC', '*BOSTON UNIVERSITY', '*HARVEY MUDD']","['*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*MIT', '*USC', '*UCI']"
M,-1,CA,Low,PUBLIC,OTHER,CS,5,1570,-1,8.5,6.8,"['*GEORGIA TECH', '*CMU', '*PURDUE', '*UCD', '*UCSC', '*UCR', '*ARIZONA STATE', '*UCM']","['*UCLA', '*HARVARD', '*CORNELL', '*BERKELEY', '*NYU', '*UPENN', '*UMICH', '*UIUC', '*BOSTON UNIVERSITY', '*HARVEY MUDD']","['*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*UCSD', '*MIT', '*USC', '*UCSB', '*UCI']"
NB,WHITE,CA,Low,SMALL,MISSING,CS,3,-1,-1,5.5,4.2,"['*BERKELEY', '*UCSD', '*UCI']","['*NYU', '*UCD', '*NORTHEASTERN']","['*UCLA', '*BROWN', '*STANFORD', '*COLUMBIA', '*USC']"
M,ASIAN,CA,Low,-1,NONE,CS,9,1560,-1,7.5,4.2,"['*BERKELEY', '*PURDUE', '*CASE WESTERN', '*UCSB', '*UCD', '*UCSC', '*San Jose State University']","['*UCLA', '*GEORGIA TECH', '*CMU', '*UCI']","['*STANFORD', '*UCSD', '*UIUC']"
M,ASIAN,GA,Low,PRIVATE,NONE,PREMED,5,1470,-1,7.5,4.7,['*PURDUE'],"['*DUKE', '*EMORY']","['*PRINCETON', '*DARTMOUTH', '*UNC CHAPEL HILL', '*UVA']"
NB,ASIAN,WI,High,PRIVATE,NONE,ENG,-1,1430,-1,5,6.5,[],[],"['*UCLA', '*BROWN', '*BERKELEY', '*UCSD', '*UCSB', '*UCD', '*UCSC', '*UCR', '*FORDHAM', '*CLAREMONT MCKENNA', '*UCI']"
NB,ASIAN,WI,High,PRIVATE,NONE,ENG,-1,1430,-1,6.5,6.5,[],[],"['*UCLA', '*BROWN', '*BERKELEY', '*UCSD', '*UCSB', '*UCD', '*UCSC', '*UCR', '*FORDHAM', '*CLAREMONT MCKENNA', '*UCI']"
M,BLACK,CA,Low,-1,NONE,ENG,-1,1410,14,6.5,6.5,"['*UPENN', '*UMICH', '*ARIZONA STATE']",[],"['*UCLA', '*CORNELL', '*DUKE', '*GEORGIA TECH', '*NYU', '*EMORY', '*UIUC', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*UCI']"
F,ASIAN,OTHER,High,PUBLIC,OTHER,CS,-1,1550,-1,4.5,7.5,"['*HARVARD', '*NORTHWESTERN', '*GEORGIA TECH', '*WILLIAMS', '*UMICH', '*TUFTS']","['*BROWN', '*JOHNS HOPKINS', '*NORTHEASTERN', '*UVA']","['*YALE', '*DUKE', '*PRINCETON']"
F,WHITE,IL,Low,PUBLIC,NONE,CS,2,1400,31,6.5,7.5,"['*YALE', '*UIUC', '*FORDHAM']",[],['*HARVARD']
M,ASIAN,OTHER,High,PUBLIC,OTHER,CS,-1,1560,-1,7.5,2.5,"['*UCSD', '*GEORGIA TECH', '*CMU', '*PURDUE', '*NYU', '*UCSB', '*ARIZONA STATE', '*UCI']","['*UCLA', '*CORNELL', '*RICE', '*VANDERBILT']","['*HARVARD', '*YALE', '*BERKELEY', '*DUKE', '*MIT', '*DARTMOUTH', '*UPENN', '*UIUC']"
M,ASIAN,NC,Low,-1,OTHER,CS,10,-1,36,6.5,7.58,['*EMORY'],"['*DARTMOUTH', '*EMORY', '*NORTHEASTERN']","['*STANFORD', '*CORNELL', '*DUKE', '*UPENN', '*UVA']"
F,ASIAN,CA,Low,PUBLIC,FIRST-GEN,ENVIRONMENTAL STUDIES,-1,-1,-1,6.5,4.5,"['*UCLA', '*BERKELEY', '*MIT', '*USC', '*UCSB', '*UCD', '*UCSC', '*UCR', '*UCI', '*UCM']",['*UCSD'],"['*UCLA', '*UCSD', '*POMONA', '*NORTHEASTERN', '*CLAREMONT MCKENNA']"
M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,-1,-1,1490,-1,6.5,6.8,"['*BERKELEY', '*San Jose State University']","['*UCD', '*UCSC']","['*UCLA', '*UCSB', '*UIUC']"
M,ASIAN,CA,Low,PUBLIC,URM,BUSINESS,-1,-1,-1,3.5,6.8,"['*UPENN', '*USC', '*UCD', '*UVA']","['*BERKELEY', '*UCSD', '*UCSB', '*NORTHEASTERN', '*UCI']","['*UCLA', '*JOHNS HOPKINS', '*NYU', '*EMORY', '*UIUC', '*BOSTON UNIVERSITY']"
F,ASIAN,CO,Low,PUBLIC,NONE,-1,-1,1550,-1,7.5,4.5,"['*UCSD', '*PURDUE', '*USC', '*UIUC']","['*UCLA', '*BROWN', '*CORNELL', '*BERKELEY', '*GEORGIA TECH', '*CMU', '*NORTHEASTERN', '*UCHICAGO']","['*STANFORD', '*COLUMBIA', '*PRINCETON', '*MIT', '*CALTECH', '*JOHNS HOPKINS', '*UMICH']"
NB,BLACK,NC,Low,PUBLIC,NONE,BIO,-1,-1,27,"{'extracurriculars/activities': 3, 'awards/honors': 1}",3.5,"['*UMICH', '*UNC CHAPEL HILL', '*UVA']",[],"['*BROWN', '*NORTHWESTERN', '*VANDERBILT']"
M,ASIAN,CA,Low,PRIVATE,OTHER,BIO,-1,-1,-1,4.5,2.5,"['*RUTGERS', '*ARIZONA STATE']",[],"['*UMICH', '*UIUC', '*UT-AUSTIN', '*TAMU']"
F,ASIAN,CO,Low,PUBLIC,OTHER,DESIGN,9,-1,-1,6.5,8.5,"['*UCSD', '*POMONA', '*UCD', '*FORDHAM', '*TULANE']","['*VIRGINIA TECH', '*UVA']","['*UCLA', '*UMICH']"
F,ASIAN,VA,High,PUBLIC,OTHER,CS,2,1570,-1,7.5,6.5,"['*VIRGINIA TECH', '*UVA']","['*JOHNS HOPKINS', '*UVA']","['*YALE', '*BROWN', '*CORNELL', '*UPENN']"
M,ASIAN,IL,Low,PUBLIC,NONE,ENG,-1,1540,-1,7.5,7.5,['*UPENN'],[],"['*UCLA', '*BERKELEY', '*MIT', '*CALTECH', '*GEORGIA TECH', '*PURDUE', '*USC', '*UCR', '*UIUC']"
M,ARAB,CA,High,PUBLIC,OTHER,CS,10,1520,-1,7.5,1.0,['*San Jose State University'],['*UCD'],"['*UCLA', '*STANFORD', '*BERKELEY', '*UCI']"
M,ASIAN,CA,Low,PUBLIC,NONE,CS,15,-1,-1,8.5,4.5,[],[],"['*UCLA', '*STANFORD', '*BERKELEY', '*DUKE', '*UCSD', '*CMU', '*UPENN', '*USC', '*UCSB', '*UCD', '*San Jose State University', '*UCI']"
M,ASIAN,OTHER,High,PUBLIC,NONE,BUSINESS,-1,1570,35,6.5,4.2,"['*NORTHWESTERN', '*NYU']","['*CMU', '*VANDERBILT']","['*STANFORD', '*UPENN', '*UMICH']"
M,ASIAN,FL,Low,-1,NONE,ENG,1,1590,35,7.5,7.5,[],['*CMU'],"['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*DUKE', '*PRINCETON', '*MIT', '*CALTECH', '*UIUC', '*UT-AUSTIN', '*NORTHEASTERN']"
F,ASIAN,-1,Low,PUBLIC,NONE,CS,-1,1540,-1,7.5,4.5,"['*STANFORD', '*NORTHWESTERN', '*CORNELL', '*CMU', '*WILLIAMS']",['*SWARTHMORE'],"['*HARVARD', '*PRINCETON']"
M,WHITE,OR,Low,-1,LEGACY,CS,-1,-1,34,6.5,1.5,['*PURDUE'],[],"['*UCLA', '*STANFORD', '*BERKELEY', '*CALTECH', '*GEORGIA TECH', '*USC', '*UCD', '*UIUC']"
M,BLACK,NY,Low,PUBLIC,MISSING,CS,1,1560,-1,8.5,2.5,"['*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*DARTMOUTH', '*UPENN', '*BOSTON UNIVERSITY']","['*CORNELL', '*NYU', '*NORTHEASTERN']","['*HARVARD', '*YALE', '*STANFORD', '*MIT', '*CALTECH']"
F,HISPANIC,FL,Low,-1,FIRST-GEN,CS,-1,1460,14,5.5,7.2,"['*BROWN', '*NORTHWESTERN', '*BOSTON UNIVERSITY']","['*HARVARD', '*CMU']","['*YALE', '*STANFORD', '*CORNELL', '*DARTMOUTH', '*VANDERBILT', '*UMICH', '*USC', '*NORTHEASTERN']"
M,ASIAN,OTHER,OTHER,PUBLIC,NONE,CS,-1,-1,-1,4.5,4.5,"['*UPENN', '*UCD', '*RUTGERS']",['*CORNELL'],"['*UCLA', '*STANFORD', '*BERKELEY', '*PRINCETON', '*UCHICAGO']"
F,BLACK,NE,Low,-1,URM,CS,2,1360,25,5.5,3.5,"['*UPENN', '*UMICH', '*RUTGERS', '*UVA']","['*CMU', '*EMORY', '*WASHU']","['*YALE', '*BROWN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*NYU', '*CASE WESTERN']"
M,WHITE,ID,Low,-1,NONE,PSYCH,-1,1430,14,6.5,9.5,"['*USC', '*FORDHAM']","['*NORTHEASTERN', '*UVA']","['*YALE', '*STANFORD', '*COLUMBIA', '*VANDERBILT', '*UPENN', '*UCHICAGO']"
M,WHITE,ID,Low,-1,NONE,PSYCH,-1,1430,14,6.5,9.5,"['*USC', '*FORDHAM']","['*NORTHEASTERN', '*UVA']","['*YALE', '*STANFORD', '*COLUMBIA', '*VANDERBILT', '*UPENN', '*UCHICAGO']"
M,WHITE,OR,Low,PRIVATE,NONE,CS,-1,-1,-1,7.5,8.5,"['*GEORGIA TECH', '*EMORY', '*CASE WESTERN', '*NORTHEASTERN', '*UVA']","['*CMU', '*WASHU']","['*HARVARD', '*BROWN', '*DUKE', '*PRINCETON', '*MIT', '*GEORGIA TECH', '*UVA']"
M,ASIAN,NY,High,-1,NONE,ENG,1,1540,-1,4,4.5,"['*UPENN', '*CASE WESTERN']","['*COLUMBIA', '*CORNELL', '*JOHNS HOPKINS', '*CMU', '*UMICH']","['*HARVARD', '*STANFORD', '*PRINCETON', '*MIT', '*NYU', '*TUFTS']"
M,WHITE,OR,Middle,-1,NONE,ENG,5,1500,-1,3.5,2.5,"['*MIT', '*RUTGERS', '*ARIZONA STATE']",['*BOSTON UNIVERSITY'],"['*GEORGIA TECH', '*PURDUE', '*RICE', '*NYU', '*UIUC']"
M,WHITE,OR,Middle,-1,NONE,ENG,5,1500,-1,3.5,2.5,"['*MIT', '*RUTGERS', '*ARIZONA STATE']",['*BOSTON UNIVERSITY'],"['*GEORGIA TECH', '*PURDUE', '*RICE', '*NYU', '*UIUC']"
M,ASIAN,MA,Low,PUBLIC,URM,CHEMISTRY,-1,1500,-1,5,2.5,"['*SWARTHMORE', '*POMONA', '*BOSTON COLLEGE', '*TUFTS']","['*YALE', '*NORTHWESTERN', '*UPENN']","['*HARVARD', '*BROWN', '*STANFORD', '*COLUMBIA', '*DARTMOUTH', '*WILLIAMS']"
M,WHITE,TX,High,PUBLIC,LEGACY,-1,-1,1570,-1,6.5,7.5,['*FORDHAM'],"['*EMORY', '*UT-AUSTIN']","['*HARVARD', '*YALE', '*STANFORD', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*VANDERBILT', '*EMORY', '*HARVEY MUDD']"
F,WHITE,-1,Low,PUBLIC,NONE,CS,3,1540,35,6.5,7.2,"['*UIUC', '*UNC CHAPEL HILL', '*ARIZONA STATE']","['*TULANE', '*UVA']",['*VANDERBILT']
M,ASIAN,IL,Low,-1,FIRST-GEN,PSYCH,10,-1,33,2.5,1.5,"['*UCLA', '*VANDERBILT']",[],"['*DUKE', '*DARTMOUTH', '*RICE', '*EMORY']"
M,ASIAN,IN,Low,-1,NONE,ENG,-1,1550,15,6.5,4.0,[],[],[]
M,ASIAN,-1,Low,-1,NONE,PREMED,-1,-1,-1,7.5,6.5,"['*UCSD', '*UIUC']","['*VANDERBILT', '*UNC CHAPEL HILL']","['*UCLA', '*DARTMOUTH', '*EMORY']"
M,ASIAN,OTHER,MISSING,CHARTER,MISSING,PREMED,-1,-1,-1,7.5,2.5,"['*HARVARD', '*YALE', '*BROWN', '*DUKE', '*MIT', '*GEORGIA TECH', '*VANDERBILT', '*UPENN', '*EMORY', '*CASE WESTERN', '*UNC CHAPEL HILL']",[],"['*HARVARD', '*YALE', '*BROWN', '*NORTHWESTERN', '*UPENN', '*CASE WESTERN']"
M,WHITE,IL,Low,PUBLIC,NONE,ENG,-1,1550,-1,7.5,6.5,"['*GEORGIA TECH', '*PURDUE', '*USC', '*UIUC']","['*CORNELL', '*BERKELEY', '*UMICH']","['*UCLA', '*STANFORD', '*PRINCETON', '*MIT', '*CALTECH']"
F,ASIAN,NV,Low,PUBLIC,NONE,-1,-1,-1,35,6.5,6.5,['*MIT'],"['*DARTMOUTH', '*POMONA']","['*YALE', '*STANFORD', '*DUKE', '*SWARTHMORE', '*WILLIAMS', '*VANDERBILT', '*EMORY', '*WASHU']"
F,ASIAN,CA,High,PUBLIC,LEGACY,-1,-1,1410,-1,5.5,2.5,[],[],"['*UCLA', '*UCSD', '*UMICH', '*UCSB', '*UCSC', '*BOSTON COLLEGE', '*NORTHEASTERN', '*UW MADISON']"
M,-1,-1,High,PUBLIC,NONE,CS,-1,1530,-1,7.5,2.5,"['*UCSC', '*San Jose State University']","['*CMU', '*PURDUE', '*POMONA', '*NORTHEASTERN', '*UCI']","['*UCLA', '*YALE', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*PURDUE', '*RICE', '*UPENN', '*UMICH', '*UIUC', '*NORTHEASTERN']"
F,ASIAN,UT,Middle,PUBLIC,NONE,CS,-1,1560,36,6.5,6.5,"['*PURDUE', '*UIUC']","['*CORNELL', '*CMU', '*RICE', '*VANDERBILT', '*TUFTS', '*UCHICAGO']","['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*WASHU', '*UT-AUSTIN', '*NORTHEASTERN']"
F,ASIAN,CA,High,PRIVATE,FIRST-GEN,CS,-1,-1,-1,6,7.2,['*STANFORD'],"['*CORNELL', '*CMU', '*WILLIAMS', '*UPENN', '*UCHICAGO', '*CLAREMONT MCKENNA']","['*HARVARD', '*YALE', '*COLUMBIA', '*PRINCETON', '*MIT', '*NYU', '*BOSTON COLLEGE']"
M,ASIAN,CA,Low,PUBLIC,NONE,ENG,9,1570,-1,4.5,3.7,[],"['*UCSC', '*UCR', '*UCI']","['*UCLA', '*STANFORD', '*NORTHWESTERN', '*BERKELEY', '*DUKE', '*UCSD', '*GEORGIA TECH', '*UMICH', '*USC', '*UCSB', '*UCD', '*UIUC', '*UW MADISON']"
M,ASIAN,OR,High,PRIVATE,NONE,CS,-1,1480,-1,5.5,2.5,"['*UPENN', '*UW MADISON']","['*UCSD', '*UMICH']","['*BERKELEY', '*CMU', '*PURDUE', '*UIUC', '*NORTHEASTERN']"
M,ASIAN,NY,Low,PRIVATE,URM,CS,50,1340,31,6.5,4.2,[],[],"['*STANFORD', '*NORTHWESTERN', '*CORNELL', '*PRINCETON', '*GEORGIA TECH', '*UMICH', '*CASE WESTERN', '*NORTHEASTERN', '*UW MADISON', '*TUFTS', '*UCHICAGO']"
F,BLACK,UT,Low,-1,URM,HISTORY,12,-1,-1,7.5,1.5,"['*BERKELEY', '*CLAREMONT MCKENNA']","['*EMORY', '*UNC CHAPEL HILL']","['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*NORTHEASTERN', '*TUFTS', '*UCHICAGO']"
F,ASIAN,CA,High,-1,LEGACY,CS,-1,1520,-1,7.5,7.8,[],[],"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*DARTMOUTH', '*UPENN', '*UMICH', '*UCD', '*UCHICAGO']"
M,ASIAN,IN,Low,-1,LEGACY,CS,20,-1,34,6.5,1.0,"['*UCSD', '*PURDUE', '*NYU', '*UCSB', '*UCD', '*UCSC', '*UIUC', '*UNC CHAPEL HILL', '*UCI']",['*NORTHEASTERN'],"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*DARTMOUTH', '*RICE', '*UPENN', '*CASE WESTERN', '*USC', '*COLGATE']"
M,ASIAN,MI,Middle,PUBLIC,OTHER,CS,5,1550,-1,7.5,6.5,"['*GEORGIA TECH', '*PURDUE', '*UMICH', '*UIUC', '*HARVEY MUDD']","['*CORNELL', '*BERKELEY', '*CALTECH', '*CMU']","['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*PRINCETON', '*CALTECH', '*GEORGIA TECH']"
M,ASIAN,NY,Low,PRIVATE,URM,CS,50,1340,31,6.5,4.2,[],[],"['*STANFORD', '*NORTHWESTERN', '*CORNELL', '*PRINCETON', '*GEORGIA TECH', '*UMICH', '*CASE WESTERN', '*NORTHEASTERN', '*UW MADISON', '*TUFTS', '*UCHICAGO']"
M,BLACK,GA,Low,PUBLIC,URM,CS,-1,1480,-1,1,4.2,"['*GEORGIA TECH', '*CASE WESTERN']","['*CORNELL', '*WILLIAMS', '*NORTHEASTERN']","['*RICE', '*POMONA', '*VANDERBILT']"
M,ASIAN,UT,High,PUBLIC,NONE,ENG,1,-1,35,8.5,6.8,"['*GEORGIA TECH', '*PURDUE', '*CASE WESTERN']","['*HARVARD', '*COLUMBIA', '*PRINCETON', '*MIT', '*UPENN']","['*STANFORD', '*DUKE', '*CALTECH']"
F,BLACK,DC,Low,PUBLIC,URM,POLISCI,-1,1520,-1,7.5,8.7,"['*NORTHWESTERN', '*CORNELL', '*RICE', '*UMICH', '*USC']","['*COLUMBIA', '*UPENN', '*BOSTON UNIVERSITY']","['*DUKE', '*VANDERBILT', '*NORTHEASTERN']"
M,ASIAN,VA,Low,PRIVATE,NONE,MATH,-1,1530,-1,2,5.5,"['*UMICH', '*VIRGINIA TECH', '*UVA']",['*UVA'],"['*VANDERBILT', '*WASHU', '*UCHICAGO']"
F,ASIAN,CA,OTHER,-1,LEGACY,CS,-1,1520,-1,7,7.5,[],[],"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*DARTMOUTH', '*UPENN', '*UMICH', '*UCD', '*UCHICAGO']"
M,ASIAN,CA,Low,PUBLIC,NONE,ENG,9,1570,-1,4,2.5,[],"['*UCSC', '*UCR', '*UCI']","['*UCLA', '*STANFORD', '*NORTHWESTERN', '*BERKELEY', '*DUKE', '*UCSD', '*GEORGIA TECH', '*UMICH', '*USC', '*UCSB', '*UCD', '*UIUC', '*UW MADISON']"
F,ASIAN,MI,OTHER,PRIVATE,OTHER,ENG,-1,1540,-1,7.5,8.7,"['*UCSD', '*UMICH', '*USC', '*UCSB', '*UCD', '*UCI']","['*UCLA', '*COLUMBIA', '*UPENN']","['*HARVARD', '*YALE', '*NORTHWESTERN', '*CORNELL', '*DUKE']"
M,WHITE,PA,High,SMALL,LGBT,PSYCH,7,1530,-1,6.5,7.8,"['*BROWN', '*UPENN', '*ARIZONA STATE']","['*NORTHWESTERN', '*DARTMOUTH', '*NORTHEASTERN', '*TUFTS']","['*HARVARD', '*STANFORD']"
M,WHITE,NY,High,PUBLIC,LEGACY,BUSINESS,-1,-1,33,7.5,8.3,"['*GEORGIA TECH', '*UPENN', '*UMICH', '*EMORY', '*UT-AUSTIN']",['*TULANE'],"['*USC', '*UIUC', '*BOSTON COLLEGE', '*UVA']"
F,WHITE,LA,Low,-1,NONE,HISTORY,-1,-1,34,5.5,7.5,[],[],"['*HARVARD', '*YALE', '*BROWN', '*COLUMBIA', '*UPENN', '*BOSTON COLLEGE', '*TUFTS']"
M,WHITE,NY,Low,PUBLIC,NONE,-1,-1,1560,-1,6.5,7.5,"['*YALE', '*GEORGIA TECH', '*CASE WESTERN', '*UNC CHAPEL HILL', '*UVA']","['*CMU', '*NORTHEASTERN']","['*STANFORD', '*VANDERBILT']"
OTHER,OTHER,GA,Low,-1,OTHER,-1,-1,-1,-1,0,0.0,[],[],[]
M,ASIAN,OR,High,PUBLIC,OTHER,CS,1,1570,36,"{'extracurriculars/activities': 6.5, 'awards/honors': 3}",5.1,"['*CORNELL', '*GEORGIA TECH', '*PURDUE', '*UMICH', '*UT-AUSTIN', '*UW MADISON']","['*UCLA', '*COLUMBIA', '*UCSD', '*UIUC']","['*STANFORD', '*DUKE', '*MIT', '*RICE', '*USC']"
M,BLACK,OR,Middle,PUBLIC,URM,PREMED,-1,1530,-1,7.5,4.5,"['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*PRINCETON', '*UPENN', '*EMORY', '*CASE WESTERN', '*WASHU', '*RUTGERS']","['*COLUMBIA', '*DUKE', '*SWARTHMORE', '*DARTMOUTH', '*CMU', '*VANDERBILT', '*UPENN']","['*BROWN', '*UPENN', '*CASE WESTERN', '*RUTGERS', '*NORTHEASTERN']"
F,ASIAN,-1,OTHER,-1,OTHER,ENG,-1,-1,32,5.5,1.0,"['*BERKELEY', '*UCD', '*UCSC', '*UCI']",['*UCSB'],"['*UCLA', '*BERKELEY']"
M,ASIAN,CA,Low,PUBLIC,OTHER,CS,1,1520,-1,7,3.5,"['*PURDUE', '*San Jose State University', '*ARIZONA STATE']",['*UCLA'],"['*GEORGIA TECH', '*USC', '*UIUC', '*UCI']"
M,WHITE,MI,Low,-1,OTHER,-1,-1,-1,33,1,6.5,['*UVA'],"['*GEORGIA TECH', '*PURDUE', '*BOSTON UNIVERSITY', '*NORTHEASTERN']","['*BROWN', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*DARTMOUTH', '*PURDUE', '*RICE', '*VANDERBILT', '*NYU', '*UVA']"
F,ASIAN,AL,Low,PUBLIC,OTHER,PSYCH,10,-1,-1,7.5,6.5,[],['*COLUMBIA'],"['*YALE', '*STANFORD', '*PRINCETON', '*DARTMOUTH', '*UPENN']"
M,ASIAN,IA,Low,-1,FIRST-GEN,HEALTH SCIENCES,-1,-1,-1,5.5,2.5,[],[],"['*NYU', '*UPENN', '*UMICH', '*EMORY', '*ARIZONA STATE']"
M,ASIAN,NC,Low,PUBLIC,NONE,CS,-1,1550,-1,7.5,6.5,"['*GEORGIA TECH', '*UIUC']","['*COLUMBIA', '*CMU']","['*STANFORD', '*CORNELL', '*PRINCETON', '*MIT', '*UMICH', '*UT-AUSTIN']"
M,ASIAN,CA,OTHER,PUBLIC,OTHER,BIO,-1,1500,-1,5,2.5,"['*UCLA', '*BERKELEY', '*UCD', '*UCSC', '*UCR']",['*UCI'],[]
F,ASIAN,OR,High,-1,FIRST-GEN,CS,-1,1600,-1,7.5,8.5,"['*YALE', '*BROWN', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*MIT', '*CMU', '*VANDERBILT', '*NYU']","['*HARVARD', '*VIRGINIA TECH', '*UVA']",[]
M,ASIAN,FL,Low,PUBLIC,NONE,CS,2,1460,-1,7.5,3.5,['*RUTGERS'],[],['*DARTMOUTH']
F,BLACK,CO,High,PUBLIC,OTHER,BIO,-1,-1,-1,6.5,2.5,[],[],"['*UCLA', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*BERKELEY', '*PRINCETON', '*WILLIAMS', '*WASHU']"
M,WHITE,AZ,Middle,LARGE,NONE,HUMANITIES,1,-1,36,4.5,6.5,[],"['*UCLA', '*HARVARD', '*VANDERBILT', '*UPENN']","['*YALE', '*BROWN', '*COLUMBIA', '*BERKELEY', '*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*BOSTON COLLEGE', '*NORTHEASTERN', '*COLGATE']"
F,ARAB,INTERNATIONAL,Low,PRIVATE,OTHER,BIO,1,-1,-1,6.5,7.8,['*NYU'],[],"['*STANFORD', '*CORNELL', '*DARTMOUTH']"
M,ASIAN,CO,Low,-1,NONE,CS,-1,1550,15,6.5,2.5,[],[],"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*CMU', '*UPENN', '*UMICH']"
M,BLACK,TN,Low,PUBLIC,URM,ENG,-1,-1,30,6.5,6.8,[],['*NORTHEASTERN'],"['*BROWN', '*DARTMOUTH', '*WILLIAMS', '*VANDERBILT', '*NYU', '*EMORY', '*USC', '*BOSTON UNIVERSITY']"
M,ASIAN,MA,Low,-1,OTHER,CS,-1,1480,-1,6.5,4.5,"['*PURDUE', '*UCD', '*UT-DALLAS', '*NORTHEASTERN', '*UW MADISON', '*ARIZONA STATE']","['*CMU', '*TULANE', '*UCI']","['*UCLA', '*GEORGIA TECH', '*NYU', '*UMICH', '*UIUC', '*WASHU']"
M,ASIAN,SUBURBAN,Low,PUBLIC,NONE,CS,-1,1500,-1,8.5,2.5,"['*UCLA', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*DARTMOUTH', '*UMICH', '*UIUC', '*RUTGERS']",[],"['*CALTECH', '*NYU', '*USC', '*UVA']"
M,BLACK,TN,Low,PUBLIC,URM,ENG,-1,-1,30,7.5,6.8,[],['*NORTHEASTERN'],"['*BROWN', '*DARTMOUTH', '*WILLIAMS', '*VANDERBILT', '*NYU', '*EMORY', '*USC', '*BOSTON UNIVERSITY']"
F,ASIAN,OTHER,Low,PUBLIC,OTHER,-1,-1,-1,-1,2,4.0,"['*UPENN', '*FORDHAM', '*RUTGERS']",[],"['*YALE', '*COLUMBIA', '*PRINCETON', '*NYU', '*UPENN', '*RUTGERS']"
F,BLACK,GA,Low,PUBLIC,OTHER,CS,-1,1190,33,6.5,7.5,['*UMICH'],[],[]
F,WHITE,MI,Low,PRIVATE,URM,PSYCH,-1,1540,-1,5,6.5,['*FORDHAM'],[],"['*HARVARD', '*BROWN', '*STANFORD']"
F,WHITE,MI,Middle,PRIVATE,NONE,POLISCI,nan,1550,-1,7.5,8.5,"['*PRINCETON', '*MIT']","['*BROWN', '*DARTMOUTH']","['*HARVARD', '*YALE', '*STANFORD', '*DUKE', '*NYU']"
F,WHITE,OR,Low,-1,NONE,CS,-1,1560,15,7.5,4.5,"['*STANFORD', '*UCSD', '*VANDERBILT', '*UPENN', '*USC', '*UVA', '*UCI']","['*NORTHEASTERN', '*UCHICAGO']",[]
